"title","link","processed_title","title_wordcnt","remove"
"Neil Gorsuch's Supreme Court Nomination Clears Senate Committee In Partisan Vote","http://www.huffingtonpost.com/entry/neil-gorsuch-senate-committee_us_58e244b2e4b0c777f788c74c?ca&ncid=inblnkushpmg00000009","neil gorsuchs supreme court nomination clears senate committee  partisan vote",11,FALSE
"Third Democratic Senator Backs Gorsuch","http://www.huffingtonpost.com/entry/joe-donnelly-neil-gorsuch-supreme-court_us_58e13c95e4b0c777f7883526?ncid=inblnkushpmg00000009","third democratic senator backs gorsuch",5,FALSE
"Here's How Every Senate Democrat Plans To Vote","http://www.huffingtonpost.com/entry/neil-gorsuch-supreme-court-democrats_us_58e18654e4b0ba359595e608?ncid=inblnkushpmg00000009","heres  every senate democrat plans  vote",8,FALSE
"Dylann Roof To Plead Guilty To State Murder Charges","http://www.huffingtonpost.com/entry/dylann-roof-to-plead-guilty-to-state-murder-charges_us_58e27e45e4b0d0b7e1636c89?kutxqe0m3b3boi529&ncid=inblnkushpmg00000009","dylann roof  plead guilty  state murder charges",9,FALSE
"
            Explosion on St. Petersburg Metro Kills 11 as Putin Visits City        ","https://www.nytimes.com/2017/04/03/world/europe/st-petersburg-russia-explosion.html","            explosion  st petersburg metro kills 11  putin visits city        ",11,FALSE
"
            ‘The Bodies Are Decomposing’ After a Mudslide in Colombia        ","https://www.nytimes.com/2017/04/03/world/americas/colombian-city-begins-post-mudslide-recovery.html","            ‘ bodies  decomposing’   mudslide  colombia        ",9,FALSE
"
            Google Training Ad Placement Computers to Be Offended        ","https://www.nytimes.com/2017/04/03/technology/google-training-ad-placement-computers-to-be-offended.html","            google training ad placement computers   offended        ",8,FALSE
"‘Our Dishonest President’: L.A. Times editorial eviscerates Trump","/news/our-dishonest-president-l-a-times-editorial-eviscerates-trump-195956411.html","‘ dishonest president’ la times editorial eviscerates trump",8,FALSE
"EPA chief admits climate change is real — but ‘the real issue is how much we contribute to it’","/news/epa-chief-admits-climate-change-is-real-but-the-real-issue-is-how-much-we-contribute-to-it-174107546.html","epa chief admits climate change  real —  ‘ real issue   much  contribute  it’",19,FALSE
"Thousands march in Paris after Chinese man's death by police","/news/thousands-march-paris-chinese-mans-death-police-194652530.html","thousands march  paris  chinese mans death  police",10,FALSE
"Gorsuch Nomination Tests Senate Rules","/news/gorsuch-nomination-tests-senate-rules-081544456.html","gorsuch nomination tests senate rules",5,FALSE
"Mexican newspaper closes citing insecurity for journalists","/news/mexican-newspaper-closes-citing-insecurity-journalists-170008062.html","mexican newspaper closes citing insecurity  journalists",7,FALSE
"LuLaRoe Gets Slammed With Lawsuit for Faulty Leggings","/news/lularoe-gets-slammed-lawsuit-faulty-191633938.html","lularoe gets slammed  lawsuit  faulty leggings",8,FALSE
"'Take Ahmed and let me die': Victims of U.S. airstrike in Mosul recount a day of horror","/world/middleeast/la-fg-iraq-mosul-airstrike-victims-20170331-story.html#nt=oft09a-5gp1","take ahmed  let  die victims  us airstrike  mosul recount  day  horror",17,FALSE
"Born in America, Sriracha sauce tries its luck in Vietnam","/world/asia/la-fg-vietnam-sriracha-20170321-story.html#nt=oft09a-5gp1","born  america sriracha sauce tries  luck  vietnam",10,FALSE
"Why some of the most controversial police shootings aren't on video","/local/lanow/la-me-ln-lapd-body-cameras-20170330-story.html#nt=oft09a-5gp1","     controversial police shootings arent  video",11,FALSE
"From L.A. to Tehran, nose jobs are a rite of passage and a quiet rebellion for many Persian women","/local/california/la-me-ln-persian-nose-job-20170130-story.html#nt=oft09a-5gp1"," la  tehran nose jobs   rite  passage   quiet rebellion  many persian women",19,FALSE
"Trying to speed up executions could deal 'mortal blow' to California Supreme Court","/local/lanow/la-me-ln-death-penalty-appeals-measure-20170402-story.html#nt=oft09a-5gp1","trying  speed  executions  deal mortal blow  california supreme court",13,FALSE
" Supreme Court of the United States »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=Supreme+Court+of+the+United+States&ict=clu_top"," supreme court   united states��",7,FALSE
"Trump Can Pull Money From His Businesses Whenever He Wants — Without Ever Telling Us","http://www.huffingtonpost.com/entry/trump-trust-business_us_58e24b74e4b0b3918c84ebb8?ncid=inblnkushpmg00000009","trump can pull money   businesses whenever  wants — without ever telling us",15,FALSE
"McCain: Nunes 'Killed' Bipartisan Russia Investigation In House","http://www.huffingtonpost.com/entry/john-mccain-devin-nunes-bipartisan-probe_us_58e18adde4b0c777f78851b3?ncid=inblnkushpmg00000009","mccain nunes killed bipartisan russia investigation  house",8,FALSE
"Desperate Search Launched For 22 Seamen On Capsized Freighter","http://www.huffingtonpost.com/entry/22-seamen-sunk-freighter_us_58e1dbb2e4b0ba35959602cd?ncid=inblnkushpmg00000009","desperate search launched  22 seamen  capsized freighter",9,FALSE
"Candidate Backed By Elizabeth Warren Looks To Unseat GOP Congresswoman In California","http://www.huffingtonpost.com/entry/katie-porter-congress-2018_us_58e278e4e4b0ba359596df54?8xp&ncid=inblnkushpmg00000009","candidate backed  elizabeth warren looks  unseat gop congresswoman  california",12,FALSE
"College Student Dies After Choking During Pancake-Eating Contest","http://www.huffingtonpost.com/entry/caitlin-nelson-choke-pancake-eating-contest_us_58e273dfe4b0c777f7893588?ncid=inblnkushpmg00000009","college student dies  choking  pancakeeating contest",8,FALSE
"LATimes: 'Nothing Prepared Us For The Magnitude Of This Train Wreck'","http://www.huffingtonpost.com/entry/la-times-editorial-board-releases-scathing-4-part-series-on-train-wreck-trump_us_58e1a6a7e4b0c777f7885d72?ncid=inblnkushpmg00000009","latimes nothing prepared us   magnitude   train wreck",11,FALSE
"It Took Years For Most Americans To Disapprove Of Past Presidents. It Took Trump Barely More Than A Week.","http://www.huffingtonpost.com/entry/trump-approval-rating-gallup_us_58de8206e4b0ba3595948e21?n7avjaw3aj4gkqpvi&ncid=inblnkushpmg00000009&ncid=inblnkushpmg00000009"," took years   americans  disapprove  past presidents  took trump barely    week",19,FALSE
"White House: Flynn Failed To Disclose Income From Russian Speeches","http://www.huffingtonpost.com/entry/flynn-russia-speeches_us_58e06f6ee4b0b3918c841b32?m6wocpnnqu7xy9zfr&ncid=inblnkushpmg00000009","white house flynn failed  disclose income  russian speeches",10,FALSE
"
            Fox News and Roger Ailes Hit With New Sexual Harassment Suit        ","https://www.nytimes.com/2017/04/03/business/media/fox-news-roger-ailes-harassment-suit.html","            fox news  roger ailes hit  new sexual harassment suit        ",11,FALSE
"
            Editorial: A Cornerstone of Peace at Risk        ","https://www.nytimes.com/2017/04/03/opinion/a-cornerstone-of-peace-at-risk.html","            editorial  cornerstone  peace  risk        ",7,FALSE
"
            Charles M. Blow: Dwindling Odds of Coincidence        ","https://www.nytimes.com/2017/04/03/opinion/dwindling-odds-of-coincidence.html","            charles m blow dwindling odds  coincidence        ",7,FALSE
"
            A Transgender Student Won Her Battle. Now It’s War.        ","https://www.nytimes.com/2017/04/02/us/transgender-students-township-illinois.html","             transgender student won  battle now it’s war        ",9,FALSE
"
            Visa Applications Pour In by Truckload Before Door Slams Shut        ","https://www.nytimes.com/2017/04/03/us/tech-visa-applications-h1b.html","            visa applications pour   truckload  door slams shut        ",10,FALSE
"
            Dyson Is the Apple of Appliances (and Just as Secretive)        ","https://www.nytimes.com/2017/04/02/technology/dyson-british-consumer-electronics-company.html","            dyson   apple  appliances  just  secretive        ",10,FALSE
"
            Google Training Ad Placement Computers to Be Offended        ","https://www.nytimes.com/2017/04/03/technology/google-training-ad-placement-computers-to-be-offended.html","            google training ad placement computers   offended        ",8,FALSE
"Atlanta Overpass Collapse and Fire Sparks Traffic Nightmare","/news/atlanta-overpass-collapse-fire-sparks-164927837.html","atlanta overpass collapse  fire sparks traffic nightmare",8,FALSE
"Four-day-old baby rescued in the Mediterranean by humanitarian ship","/news/four-day-baby-rescued-mediterranean-humanitarian-ship-121234086.html","fourdayold baby rescued   mediterranean  humanitarian ship",9,FALSE
"Has a New Image of the Missing Teen and Teacher Emerged? Cops Report 'Possible' Sighting of Duo","/news/image-missing-teen-teacher-emerged-150400123.html","  new image   missing teen  teacher emerged cops report possible sighting  duo",17,FALSE
"College student dies after choking at pancake-eating contest","/news/college-student-dies-choking-pancake-eating-contest-144729246.html","college student dies  choking  pancakeeating contest",8,FALSE
"President Trump Says He Will Act Alone On North Korea If Chinese Don't Help","/news/president-trump-says-act-alone-214404123.html","president trump says  will act alone  north korea  chinese dont help",14,FALSE
"Somali pirates seize Indian ship, 11 crew members","/news/somali-pirates-seize-indian-ship-11-crew-members-140159803.html","somali pirates seize indian ship 11 crew members",8,FALSE
"Protester dies, minister sacked after Paraguay re-election vote","/news/protester-dies-minister-sacked-paraguay-election-vote-002153812.html","protester dies minister sacked  paraguay reelection vote",8,FALSE
"Legends & Lies: The Patriots","//www.foxnews.com/shows/l-and-l","legends  lies  patriots",5,FALSE
"Making music an instrument for change: How NEA-funded HOLA points kids toward a better path","/entertainment/arts/la-et-cm-nea-yola-hola-20170403-story.html#nt=oft02a-7la1","making music  instrument  change  neafunded hola points kids toward  better path",15,FALSE
"Did the ACM Awards actually get country music right?","/entertainment/music/la-et-ms-acm-awards-20170403-story.html#nt=oft02a-7gp2","  acm awards actually get country music right",9,FALSE
"Bill Could Make California A Sanctuary State — For Marijuana","http://www.huffingtonpost.com/entry/california-marijuana-sanctuary-bill_us_58e1a805e4b0b3918c847509?ncid=inblnkushpmg00000009","bill  make california  sanctuary state —  marijuana",10,FALSE
"Trump Doesn't Regret Any Of His Tweets","http://thehill.com/homenews/administration/326922-trump-on-if-he-regrets-any-tweets-i-dont-regret-anything","trump doesnt regret    tweets",7,FALSE
"NY Post Apologizes For 'Heil President Trump' Alerts On Hacked Account","http://www.huffingtonpost.com/entry/hacked-heil-president-post_us_58e1ca8fe4b0c777f788651c?ncid=inblnkushpmg00000009","ny post apologizes  heil president trump alerts  hacked account",11,FALSE
"EPA Chief Still Denies The Basic Facts Of Climate Science","http://www.huffingtonpost.com/entry/scott-pruitt-climate-change_us_58e101a8e4b0c777f7881567?ncid=inblnkushpmg00000009","epa chief still denies  basic facts  climate science",10,FALSE
"REPORT: Gay Men In Chechnya Are Being Rounded Up And Killed","http://www.huffingtonpost.com/entry/chechen-gays-arrested-killed-reports-say_us_58e12a65e4b0b3918c843db6?n3m4r9n5amunmi&ncid=inblnkushpmg00000009","report gay men  chechnya   rounded   killed",11,FALSE
"Tulsa Cop Who Killed Terence Crutcher Blames Him For His Own Death","http://www.huffingtonpost.com/entry/tulsa-cop-who-killed-terence-crutcher-blames-him-for-his-own-death_us_58e27bcbe4b0ba359596ea81?kzohbl71aunomvx6r&ncid=inblnkushpmg00000009","tulsa cop  killed terence crutcher blames     death",12,FALSE
"Flooding And Mudslides Kill At Least 254 In Colombia","http://www.huffingtonpost.com/entry/colombia-landslide_us_58dfe3a1e4b0ba3595957503?ncid=inblnkushpmg00000009","flooding  mudslides kill  least 254  colombia",9,FALSE
"Photos Show Aftermath Of Deadly Floods","http://www.huffingtonpost.com/entry/colombia-flood-landslides_us_58e119a4e4b0c777f78823ef?ncid=inblnkushpmg00000009","photos show aftermath  deadly floods",6,FALSE
"
            On Comedy: Louis C.K.’s New Special Mines Comedy From the Middle Ground        ","https://www.nytimes.com/2017/04/03/arts/television/louis-ck-netflix-special-2017.html","             comedy louis ck’s new special mines comedy   middle ground        ",12,FALSE
"
            U2 Producer’s Other Job: Selling CDs in Indonesia’s KFCs        ","https://www.nytimes.com/2017/04/03/arts/music/steve-lillywhite-kfc-sell-cds-indonesia.html","            u2 producer’s  job selling cds  indonesia’s kfcs        ",9,FALSE
"
            Trump Donates First-Quarter Salary to National Park Service        ","https://www.nytimes.com/2017/04/03/us/politics/national-park-service-trump-salary.html","            trump donates firstquarter salary  national park service        ",8,FALSE
"
            Trump Is Ready for Tax Cuts, but His Treasury Department Isn’t        ","https://www.nytimes.com/2017/04/03/us/politics/tax-reform-treasury-department.html","            trump  ready  tax cuts   treasury department isn’t        ",11,FALSE
"
            Boîte: At the Museum of Sex, a Bar Where You Can Boogie Oogie Oogie        ","https://www.nytimes.com/2017/04/03/fashion/night-fever-disco-bar-museum-of-sex.html","            bo�te   museum  sex  bar   can boogie oogie oogie        ",14,FALSE
"
            Life as a Runway: What 10 Gallery Crawlers Wore to a Downtown Los Angeles Opening        ","https://www.nytimes.com/2017/04/03/fashion/mens-style/what-10-gallery-crawlers-wore-to-a-downtown-los-angeles-opening.html","            life   runway  10 gallery crawlers wore   downtown los angeles opening        ",15,FALSE
"
            Advertising: The Ad Feels a Bit Like Oscar Bait, but It’s Trying to Sell You an iPhone        ","https://www.nytimes.com/2017/04/02/business/media/ads-short-films-shot-on-an-iphone.html","            advertising  ad feels  bit like oscar bait  it’s trying  sell   iphone        ",17,FALSE
"
            ‘Moonlight’ Wins at Glaad Media Awards        ","https://www.nytimes.com/2017/04/02/arts/moonlight-wins-at-glaad-media-awards.html","            ‘moonlight’ wins  glaad media awards        ",6,FALSE
"Desperation sets in as flood death toll in Colombia tops 200","/news/colombia-death-toll-mounts-desperate-041751180.html","desperation sets   flood death toll  colombia tops 200",11,FALSE
"Niger President Issoufou says will not seek third term","/news/niger-president-issoufou-says-not-seek-third-term-004002040.html","niger president issoufou says will  seek third term",9,FALSE
"Some EpiPen, EpiPen Jr. Devices Recalled by Mylan in the U.S.","/news/epipen-epipen-jr-devices-recalled-200804503.html"," epipen epipen jr devices recalled  mylan   us",11,FALSE
"Bill Cosby returns to court and more: April 3 in photos","/news/bill-cosby-returns-court-more-slideshow-wp-202258361.html","bill cosby returns  court   april 3  photos",11,FALSE
"Boy, 13, Identified As Child Killed By Carbon Monoxide at Hotel Pool That Left 6 Other Kids Hospitalized","/news/boy-13-identified-child-killed-142100956.html","boy 13 identified  child killed  carbon monoxide  hotel pool  left 6  kids hospitalized",18,FALSE
"Filipino youth stage musical against Duterte's deadly drugs war","/news/filipino-youth-stage-musical-against-dutertes-deadly-drugs-085741064.html","filipino youth stage musical  dutertes deadly drugs war",9,FALSE
"Red Eye w/ Tom Shillue","//www.foxnews.com/on-air/red-eye/","red eye w tom shillue",5,FALSE
"The Cost of Freedom","//www.foxnews.com/on-air/cost-of-freedom/index.html"," cost  freedom",4,FALSE
"The First 100 Days","//www.foxnews.com/on-air/first-100-days/index.html"," first 100 days",4,FALSE
"Activate your digital access.","https://service.usatoday.com/firsttime/first_time.jsp&requested-state=create-account","activate  digital access",4,FALSE
"'King Arthur: Legend of the Sword' trailer","/entertainment/movies/92956819-132.html#nt=oft02a-7gp4","king arthur legend   sword trailer",7,FALSE
"On April 22-23, join 500+ authors and performers — admission is free","http://events.latimes.com/festivalofbooks/"," april 2223 join 500 authors  performers — admission  free",12,FALSE
"A new kind of food festival, Los Angeles Times FOOD BOWL is 31 days of food","https://lafoodbowl.com/"," new kind  food festival los angeles times food bowl  31 days  food",16,FALSE
"Sheriff: Homeowner Arrested For Murder After Shooting Intruder In Shower","http://www.huffingtonpost.com/entry/homeowner-facing-murder-charge-after-shooting-intruder-in-shower-sheriff_us_58e14800e4b0c777f7884423?czd&ncid=inblnkushpmg00000009","sheriff homeowner arrested  murder  shooting intruder  shower",10,FALSE
"
            At Kushners’ Flagship Building, Mounting Debt and a Foundered Deal        ","https://www.nytimes.com/2017/04/03/nyregion/kushner-companies-666-fifth-avenue.html","             kushners’ flagship building mounting debt   foundered deal        ",10,FALSE
"
            Brutal Force at Rikers Island Continues at an ‘Alarming Rate,’ Report Says        ","https://www.nytimes.com/2017/04/03/nyregion/brutal-force-at-rikers-island-continues-at-an-alarming-rate-report-says.html","            brutal force  rikers island continues   ‘alarming rate’ report says        ",12,FALSE
"
            N.H.L. Says Its Players Will Not Participate in 2018 Winter Olympics        ","https://www.nytimes.com/2017/04/03/sports/hockey/nhl-2018-olympics-pyeongchang.html","            nhl says  players will  participate  2018 winter olympics        ",11,FALSE
"
            Mets 6, Braves 0: Mets Grab Narrow Edge, Then Power Past Braves on Opening Day        ","https://www.nytimes.com/2017/04/03/sports/baseball/mets-beat-braves.html","            mets 6 braves 0 mets grab narrow edge  power past braves  opening day        ",15,FALSE
"
            Review: A Hectic ‘Vanity Fair,’ Starring That Nasty Woman        ","https://www.nytimes.com/2017/04/03/theater/vanity-fair-broadway-review-kate-hamill-eric-tucker.html","            review  hectic ‘vanity fair’ starring  nasty woman        ",9,FALSE
"
            Review: ‘The Play That Goes Wrong’ Upends a Whodunit        ","https://www.nytimes.com/2017/04/02/theater/review-the-play-that-goes-wrong-review.html","            review ‘ play  goes wrong’ upends  whodunit        ",9,FALSE
"Full article 'Thompson's TV penalty shows rules need changing'","/sport/golf/39482204","full article thompsons tv penalty shows rules need changing",9,FALSE
"Full article 14% rise in sport doping sanctions","/sport/39486028","full article 14 rise  sport doping sanctions",8,FALSE
"Full article Giovinazzi replaces Wehrlein in China","/sport/formula1/39485374","full article giovinazzi replaces wehrlein  china",7,FALSE
" The historic fight for Gorsuch's confirmation","https://www.theguardian.com/us-news/video/2017/apr/03/neil-gorsuch-supreme-court-senate-vote-video","  historic fight  gorsuchs confirmation",6,FALSE
" Gorsuch will be confirmed – one way or another","https://www.theguardian.com/us-news/2017/apr/02/mitch-mcconnell-neil-gorsuch-confirmation-nuclear-option"," gorsuch will  confirmed – one way  another",9,FALSE
"The Latest: McConnell stops short of pledging rule change","/news/latest-grassley-says-gorsuch-mainstream-judge-143204270--politics.html"," latest mcconnell stops short  pledging rule change",9,FALSE
"Wife Of Teacher Accused Of Abducting Student Files For Divorce","/news/wife-teacher-accused-abducting-student-062838805.html","wife  teacher accused  abducting student files  divorce",10,FALSE
"China to create new economic zone outside Beijing","/news/china-create-economic-zone-outside-beijing-110700743.html","china  create new economic zone outside beijing",8,FALSE
"Leftist Moreno heading to disputed win in Ecuador election","/news/ecuadoreans-vote-closely-watched-presidential-election-041206988.html","leftist moreno heading  disputed win  ecuador election",9,FALSE
"Extinct creature sightings are piling up in Australia","/tech/extinct-creature-sightings-piling-australia-130041464.html","extinct creature sightings  piling   australia",8,FALSE
"Prince Charles visits earthquake-hit Italian town","/news/prince-charles-visits-earthquake-hit-italian-town-133316516.html","prince charles visits earthquakehit italian town",6,FALSE
"The fight over sanctuary cities in the U.S.","/katiecouric/the-fight-over-sanctuary-cities-in-the-u-s-141455308.html"," fight  sanctuary cities   us",8,FALSE
"Try our eNewspaper, where every page reads exactly as it does in print","http://enewspaper.latimes.com","try  enewspaper  every page reads exactly     print",13,FALSE
"Will Congress kill a $101-billion tax break for Californians?","/business/la-fi-state-tax-deduction-20170403-story.html#nt=oft02a-9la1","will congress kill  101billion tax break  californians",9,FALSE
"Want to know what Yosemite's bears are up to?","/local/lanow/la-me-yosemite-bears-20170403-story.html#nt=oft02a-9gp2","want  know  yosemites bears   ",9,FALSE
"Can He Do That?","https://www.washingtonpost.com/graphics/politics/can-he-do-that-trump-podcast/","can   ",4,FALSE
" First Lady of the United States »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=First+Lady+of+the+United+States&ict=clu_top"," first lady   united states��",7,FALSE
" First Lady of the United States »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=First+Lady+of+the+United+States&ict=clu_top"," first lady   united states��",7,FALSE
"
            Do Seas Make Us Sick? Surfers May Have the Answer        ","https://www.nytimes.com/2017/04/03/science/surfers-antibiotic-resistant-bacteria.html","             seas make us sick surfers may   answer        ",10,FALSE
"
            Trilobites: Unmasking the Fearsome Face of a Tyrannosaur        ","https://www.nytimes.com/2017/03/31/science/tyrannosaurs-face-dinosaur.html","            trilobites unmasking  fearsome face   tyrannosaur        ",8,FALSE
"
            Richard Bolles Dies at 90; Wrote ‘What Color Is Your Parachute?’        ","https://www.nytimes.com/2017/04/01/business/richard-bolles-dead-what-color-is-your-parachute.html","            richard bolles dies  90 wrote ‘ color   parachute’        ",11,FALSE
"
            Katy Feeney, Baseball Executive Who Oversaw Scheduling, Dies at 68        ","https://www.nytimes.com/2017/04/03/sports/baseball/katy-feeney-dead-major-league-baseball-executive.html","            katy feeney baseball executive  oversaw scheduling dies  68        ",10,FALSE
"
            On Comedy: Louis C.K.’s New Special Mines Comedy From the Middle Ground        ","https://www.nytimes.com/2017/04/03/arts/television/louis-ck-netflix-special-2017.html","             comedy louis ck’s new special mines comedy   middle ground        ",12,FALSE
"
            Watching: The Best TV Shows and Movies New to Netflix, Amazon and More in April        ","https://www.nytimes.com/interactive/2017/03/31/watching/watching-april-streaming.html","            watching  best tv shows  movies new  netflix amazon    april        ",15,FALSE
"
            Kansas House Narrowly Upholds Governor’s Veto of Medicaid Expansion        ","https://www.nytimes.com/2017/04/03/health/kansas-brownback-veto-expand-medicaid.html","            kansas house narrowly upholds governor’s veto  medicaid expansion        ",9,FALSE
"
            Turning Negative Thinkers Into Positive Ones        ","https://www.nytimes.com/2017/04/03/well/live/turning-negative-thinkers-into-positive-ones.html","            turning negative thinkers  positive ones        ",6,FALSE
" The historic fight for Gorsuch's confirmation","https://www.theguardian.com/us-news/video/2017/apr/03/neil-gorsuch-supreme-court-senate-vote-video","  historic fight  gorsuchs confirmation",6,FALSE
" Gorsuch will be confirmed – one way or another","https://www.theguardian.com/us-news/2017/apr/02/mitch-mcconnell-neil-gorsuch-confirmation-nuclear-option"," gorsuch will  confirmed – one way  another",9,FALSE
"Neil Gorsuch nomination vote in committee sets up Democratic filibuster","https://www.theguardian.com/us-news/2017/apr/03/neil-gorsuch-nomination-filibuster-republicans-nuclear-option","neil gorsuch nomination vote  committee sets  democratic filibuster",10,FALSE
" Why Islamist groups are likely under suspicion","https://www.theguardian.com/world/2017/apr/03/why-suspicion-over-st-petersburg-metro-attack-islamist-groups-russia-chechnya-syria-isis","  islamist groups  likely  suspicion",7,FALSE
" Why Islamist groups are likely under suspicion","https://www.theguardian.com/world/2017/apr/03/why-suspicion-over-st-petersburg-metro-attack-islamist-groups-russia-chechnya-syria-isis","  islamist groups  likely  suspicion",7,FALSE
"Explosion leaves 11 dead and dozens wounded","https://www.theguardian.com/world/2017/apr/03/st-petersburg-metro-rocked-by-explosion-sennaya-ploshchad-station","explosion leaves 11 dead  dozens wounded",7,FALSE
"Video released of police killing man, firing at him with his own gun","https://www.theguardian.com/us-news/2017/apr/03/utah-man-shot-own-gun-police-roy","video released  police killing man firing      gun",13,FALSE
"Executive says emphasis on diversity may have alienated readers","https://www.theguardian.com/books/2017/apr/03/marvel-executive-says-emphasis-on-diversity-may-have-alienated-readers","executive says emphasis  diversity may  alienated readers",9,FALSE
"Activist 'upset' that Trump staff secretly photographed her urinating","https://www.theguardian.com/uk-news/2017/apr/03/activist-rohan-beyts-really-upset-donald-trump-employees-secretly-photographed-her","activist upset  trump staff secretly photographed  urinating",9,FALSE
"White House pulled out of meet and greet with ‘conservatives’ favorite Russian’ over suspected mob ties","/news/white-house-pulled-out-of-meet-and-greet-with-conservatives-favorite-russian-a-suspected-mobster-060026495.html","white house pulled   meet  greet  ‘conservatives’ favorite russian’  suspected mob ties",16,FALSE
"Trump fails at the art of the political deal","/news/trump-fails-at-the-art-of-the-political-deal-090015929.html","trump fails   art   political deal",9,FALSE
"Billion Dollar Startup Club","http://graphics.wsj.com/billion-dollar-club/","billion dollar startup club",4,FALSE
"St. Petersburg subway blast kills at least 10, injures 50, Russian media report","/local/lanow/92956093-132.html#nt=oft02a-9gp4","st petersburg subway blast kills  least 10 injures 50 russian media report",13,FALSE
" 1996-2017 The Washington Post ","https://www.washingtonpost.com"," 19962017  washington post ",4,FALSE
"
            Slowing Down, Finding Hidden Paradise on St. John        ","https://www.nytimes.com/2017/03/28/travel/beaches-hidden-paradise-in-st-john-virgin-islands.html","            slowing  finding hidden paradise  st john        ",8,FALSE
"
            36 Hours: 36 Hours in Victoria Falls (Zimbabwe Side)        ","https://www.nytimes.com/interactive/2017/03/30/travel/what-to-do-36-hours-in-victoria-falls-zimbabwe.html","            36 hours 36 hours  victoria falls zimbabwe side        ",9,FALSE
"
            Now Batting: 14 New Baseball Books        ","https://www.nytimes.com/2017/04/02/books/now-batting-14-new-baseball-books.html","            now batting 14 new baseball books        ",6,FALSE
"
            Nonfiction: A Memoir of Motherhood Lost        ","https://www.nytimes.com/2017/04/03/books/review/rules-do-not-apply-memoir-ariel-levy.html","            nonfiction  memoir  motherhood lost        ",6,FALSE
"
            Forum: Middlebury, My Divided Campus        ","https://www.nytimes.com/2017/04/03/education/edlife/middlebury-divided-campus-charles-murray-free-speech.html","            forum middlebury  divided campus        ",5,FALSE
"
            College Is the Goal. The Problem? Getting There.        ","https://www.nytimes.com/2017/03/24/us/topeka-college-acceptance-applying-selection.html","            college   goal  problem getting         ",8,FALSE
"
            The Legend of King Solomon and the Passover Feast        ","https://www.nytimes.com/2017/04/03/dining/the-legend-of-king-solomon-and-the-passover-feast.html","             legend  king solomon   passover feast        ",9,FALSE
"
            A Good Appetite: Carrots, Striking and Sweet, Have Arrived        ","https://www.nytimes.com/2017/03/31/dining/roasted-carrots-salad-recipe-video.html","             good appetite carrots striking  sweet  arrived        ",9,FALSE
"Julian Assange taunts loser of election over tax haven allegations","https://www.theguardian.com/world/2017/apr/03/julian-assange-ecuador-presidential-runoff-guillermo-lasso","julian assange taunts loser  election  tax haven allegations",10,FALSE
"Switch from nuclear to coal-fired power linked to low birth weight","https://www.theguardian.com/environment/2017/apr/03/switch-from-nuclear-to-coal-fired-power-linked-to-low-birth-weight-in-us-region-tennessee-valley","switch  nuclear  coalfired power linked  low birth weight",11,FALSE
"Anti-marijuana stance aims to squash competition, activists say","https://www.theguardian.com/us-news/2017/apr/03/big-pharma-marijuana-competition-insys-arizona","antimarijuana stance aims  squash competition activists say",8,FALSE
"May says 'jaw-jaw' will be policy towards Gibraltar","https://www.theguardian.com/politics/2017/apr/03/may-says-jaw-jaw-will-be-uk-policy-towards-gibraltar","may says jawjaw will  policy towards gibraltar",8,FALSE
"Emotional reunion with guard who aided flight from Tibet","https://www.theguardian.com/world/2017/apr/03/dalai-lamas-emotional-reunion-indian-guard-who-aided-flight-from-tibet","emotional reunion  guard  aided flight  tibet",9,FALSE
"Sign up for the Minute","/us-news/2017/feb/22/us-politics-minute-sign-up-email-newsletter-app-notification","sign    minute",5,FALSE
"Ahead of the Tape","http://www.wsj.com/news/types/ahead-of-the-tape","ahead   tape",4,FALSE
"High winds cause damage in Koreatown","/visuals/video/92939156-132.html#nt=oft02a-9gp4","high winds cause damage  koreatown",6,FALSE
"Stylish & modern Portland hotel stays starting at $114 & up -from Travelzoo","http://data.travelzoo.com/OASCampaignClick.ashx?id=2460159&sitepage=LATimes&status=L&l=us","stylish  modern portland hotel stays starting  114    travelzoo",13,FALSE
"Rome & Tuscany vacation including air for $740 & up - from Travelzoo","http://data.travelzoo.com/OASCampaignClick.ashx?id=2462455&sitepage=LATimes&status=L&l=us","rome  tuscany vacation including air  740     travelzoo",13,FALSE
"All-inclusive Punta Cana vacation including flights for $699 - from Travelzoo","http://data.travelzoo.com/OASCampaignClick.ashx?id=2461925&sitepage=LATimes&status=L&l=us","allinclusive punta cana vacation including flights  699   travelzoo",11,FALSE
"Democracy Dies in Darkness","https://subscribe.washingtonpost.com/acquisition/?promo=digital_masthead&hpid=hp_no-name_no-name%3Ahomepage%2Ftagline&destination=http://www.washingtonpost.com/pb/regional/","democracy dies  darkness",4,FALSE
" PM Update: Several rounds of showers tonight and heading toward 80 on Tuesday","https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/04/03/pm-update-several-rounds-of-showers-tonight-and-heading-toward-80-on-tuesday/"," pm update several rounds  showers tonight  heading toward 80  tuesday",13,FALSE
"
            Editorial: Pick Your Favorite Ethics Offender in Trumpland        ","https://www.nytimes.com/2017/04/01/opinion/sunday/pick-your-favorite-ethics-offender.html","            editorial pick  favorite ethics offender  trumpland        ",8,FALSE
